experimentRun;experimentScenarioNo;Mean_nmrOfExtortions;Sd_nmrOfExtortions;Mean_nmrOfLoots;Sd_nmrOfLoots;Mean_nmrOfExpands;Sd_nmrOfExpands;Mean_nmrOfAlliances;Sd_nmrOfAlliances;Mean_sumOfFights;Sd_sumOfFights;Mean_nmrOfFights;Sd_nmrOfFights;Mean_nmrOfReports;Sd_nmrOfReports;Mean_nmrOfFlees;Sd_nmrOfFlees;Mean_nmrOfRecruits;Sd_nmrOfRecruits;Mean_nmrOfExpels;Sd_nmrOfExpels;Mean_nmrOfDeaths;Sd_nmrOfDeaths;Mean_nmrOfRebels1;Sd_nmrOfRebels1;Mean_nmrOfRebels2;Sd_nmrOfRebels2;Mean_nmrOfRebels3;Sd_nmrOfRebels3;Mean_nmrOfRebels4;Sd_nmrOfRebels4;Mean_nmrOfRebels5;Sd_nmrOfRebels5;Mean_nmrOfRebels6;Sd_nmrOfRebels6;Mean_nmrOfRebels7;Sd_nmrOfRebels7;Mean_nmrOfRebels8;Sd_nmrOfRebels8;Mean_nmrOfRebels9;Sd_nmrOfRebels9;Mean_nmrOfExtorted1;Sd_nmrOfExtorted1;Mean_nmrOfExtorted2;Sd_nmrOfExtorted2;Mean_nmrOfExtorted3;Sd_nmrOfExtorted3;Mean_nmrOfExtorted4;Sd_nmrOfExtorted4;Mean_nmrOfExtorted5;Sd_nmrOfExtorted5;Mean_nmrOfExtorted6;Sd_nmrOfExtorted6;Mean_nmrOfExtorted7;Sd_nmrOfExtorted7;Mean_nmrOfExtorted8;Sd_nmrOfExtorted8;Mean_nmrOfExtorted9;Sd_nmrOfExtorted9;Mean_alive1;Sd_alive1;Mean_alive2;Sd_alive2;Mean_alive3;Sd_alive3;Mean_alive4;Sd_alive4;Mean_alive5;Sd_alive5;Mean_alive6;Sd_alive6;Mean_alive7;Sd_alive7;Mean_alive8;Sd_alive8;Mean_alive9;Sd_alive9
1557434440205;0;862.35;75.8209447090028;5256.44;45.224316334012;47.57;4.09546435496981;0.58;0.698916911002194;24.9;4.02391838783035;24.9;4.02391838783035;13.19;3.54963364164515;2996.24;5.9765873171565;2481.91;440.997516999813;1778.58;372.048931831241;3096.22;381.82050836232;3.78;10.8325920492304;1.68;7.07660821569089;0;0;0.41;2.21151714458832;0;0;0.01;0.1;0.8;3.27216605738014;0.42;2.24814176913766;0.01;0.1;2;5.19129029717034;0.88;3.59089758341079;0;0;0.22;1.15976312454333;0;0;0.01;0.1;0.39;1.55631655267211;0.23;1.11785328178431;0.01;0.1;0.31;0.464823198711732;0.18;0.386122919665369;0;0;0.06;0.238683256575942;0;0;0.01;0.1;0.08;0.272659924344291;0.06;0.238683256575942;0.01;0.1
