nmrOfExtortions
1;0.286179223235201;0.186209985201075
0.286179223235201;1;0.011204883406769
0.186209985201075;0.011204883406769;1
nmrOfLoots
1;0.266766477579422;0.726781539553804
0.266766477579422;1;0.106549617607554
0.726781539553804;0.106549617607554;1
nmrOfExpands
1;0.625692269560799;0.299109091512487
0.625692269560799;1;0.117845479647862
0.299109091512487;0.117845479647862;1
nmrOfAlliances
1;1;0.736237438277569
1;1;0.736237438277569
0.736237438277569;0.736237438277569;1
nmrOfFights
1;0.775964436915861;0.662536190296625
0.775964436915861;1;0.481473700286008
0.662536190296625;0.481473700286008;1
nmrOfReports
1;0.457029129940584;0.796006007487773
0.457029129940584;1;0.27244627428438
0.796006007487773;0.27244627428438;1
nmrOfFlees
1;0.304194636666954;0.627654825477872
0.304194636666954;1;0.165542731149975
0.627654825477872;0.165542731149975;1
nmrOfRecruits
1;0.287838116108219;8.92919520355521e-05
0.287838116108219;1;0.00135288386005406
8.92919520355521e-05;0.00135288386005406;1
nmrOfExpels
1;0.890199083432073;0.987328412928609
0.890199083432073;1;0.999025220700229
0.987328412928609;0.999025220700229;1
nmrOfDeaths
1;0.217233856186392;1.18893042182137e-06
0.217233856186392;1;4.78647143075446e-05
1.18893042182137e-06;4.78647143075446e-05;1
