experimentRun;experimentScenarioNo;Mean_nmrOfExtortions;Sd_nmrOfExtortions;Mean_nmrOfLoots;Sd_nmrOfLoots;Mean_nmrOfExpands;Sd_nmrOfExpands;Mean_nmrOfAlliances;Sd_nmrOfAlliances;Mean_sumOfFights;Sd_sumOfFights;Mean_nmrOfFights;Sd_nmrOfFights;Mean_nmrOfReports;Sd_nmrOfReports;Mean_nmrOfFlees;Sd_nmrOfFlees;Mean_nmrOfRecruits;Sd_nmrOfRecruits;Mean_nmrOfExpels;Sd_nmrOfExpels;Mean_nmrOfDeaths;Sd_nmrOfDeaths;Mean_nmrOfRebels1;Sd_nmrOfRebels1;Mean_nmrOfRebels2;Sd_nmrOfRebels2;Mean_nmrOfRebels3;Sd_nmrOfRebels3;Mean_nmrOfExtorted1;Sd_nmrOfExtorted1;Mean_nmrOfExtorted2;Sd_nmrOfExtorted2;Mean_nmrOfExtorted3;Sd_nmrOfExtorted3;Mean_alive1;Sd_alive1;Mean_alive2;Sd_alive2;Mean_alive3;Sd_alive3
1557432408993;0;3651.1;1113.79169932934;5122.07;204.786573058515;19.29;4.04343838080834;0.05;0.21904291355759;9.8;2.33116782629296;9.8;2.33116782629296;6.45;2.96571315967248;2850.94;128.276675411181;2197.23;913.345607692351;634.57;533.898001362232;2198.62;622.119524389215;114.62;204.219765760498;73.73;148.73417783605;75.69;170.614202104033;63.89;116.171059436096;40.5;84.339082328899;44.67;102.439640271674;0.38;0.487831731214563;0.3;0.460566186471838;0.33;0.472581562625261
1557432408993;1;3820.96;1413.34894159477;5107.51;231.342655257119;19.45;3.90641792568345;0.08;0.272659924344291;9.55;2.18523511898663;9.55;2.18523511898663;6.64;2.6112422060364;2842.17;149.938711721581;1574.1;691.138608209363;407.69;410.513319829669;1530.89;479.837575528312;189.95;236.666383909349;20.69;49.7217906419958;24.88;57.4887393453288;131.71;166.899915270115;12.75;30.7293085512903;12.94;29.4346802945166;0.6;0.492365963917331;0.19;0.394277244403663;0.21;0.409360180740332
1557432408993;2;4043.35;1344.7300985249;5085.93;234.214710050501;19.11;4.55248849698179;0.1;0.301511344577764;9.62;2.58894307829011;9.62;2.58894307829011;6.27;2.72976485463788;2822.67;149.502545838261;1412.93;570.841594808609;356.29;386.242015902575;1328.81;421.295733242677;215.29;229.129062259062;22.62;55.7479500914064;14.92;43.07069124642;154.05;166.83399933267;12.07;29.6580699154734;10.54;29.8394424082006;0.67;0.472581562625261;0.19;0.394277244403663;0.15;0.358870281282637
