nmrOfExtortions
1;2.54688940352215e-34;2.55047912113027e-34;2.55177262478169e-34
2.54688940352215e-34;1;2.5550811472152e-34;2.5563769228179e-34
2.55047912113027e-34;2.5550811472152e-34;1;3.73403527067204e-33
2.55177262478169e-34;2.5563769228179e-34;3.73403527067204e-33;1
nmrOfLoots
1;0.958101631793672;0.789034460240282;2.21635758741029e-05
0.958101631793672;1;0.766553374141138;2.11030181939296e-05
0.789034460240282;0.766553374141138;1;1.17374405807526e-05
2.21635758741029e-05;2.11030181939296e-05;1.17374405807526e-05;1
nmrOfExpands
1;0.0162588984300172;0.988269709895368;0.0177287733718945
0.0162588984300172;1;0.0123524160853391;0.441542562485252
0.988269709895368;0.0123524160853391;1;0.0185600701749243
0.0177287733718945;0.441542562485252;0.0185600701749243;1
nmrOfAlliances
1;0.353104397374066;0.832350023295339;0.00231215360458103
0.353104397374066;1;0.491057467849437;0.0285927278715351
0.832350023295339;0.491057467849437;1;0.00597086547086833
0.00231215360458103;0.0285927278715351;0.00597086547086833;1
nmrOfFights
1;0.48562291348202;0.0514700100006663;0.68321438645672
0.48562291348202;1;0.010225456887969;0.251970488168067
0.0514700100006663;0.010225456887969;1;0.126726566484076
0.68321438645672;0.251970488168067;0.126726566484076;1
nmrOfReports
1;0.0584912621020631;0.514780747412976;0.0182865368283473
0.0584912621020631;1;0.00425382022171429;0.602071008753846
0.514780747412976;0.00425382022171429;1;0.0017267687266663
0.0182865368283473;0.602071008753846;0.0017267687266663;1
nmrOfFlees
1;6.10182341047528e-10;0.118247591006031;7.70502350175847e-12
6.10182341047528e-10;1;9.04692583757239e-07;0.00186160938144669
0.118247591006031;9.04692583757239e-07;1;3.39250071331691e-09
7.70502350175847e-12;0.00186160938144669;3.39250071331691e-09;1
nmrOfRecruits
1;0.104713198756767;3.8462816573483e-33;2.5608450481645e-34
0.104713198756767;1;4.97181243199993e-32;2.5615664251512e-34
3.8462816573483e-33;4.97181243199993e-32;1;2.56098930773934e-34
2.5608450481645e-34;2.5615664251512e-34;2.56098930773934e-34;1
nmrOfExpels
1;2.74125118229769e-32;2.5615664251512e-34;2.56185503133057e-34
2.74125118229769e-32;1;2.56113357522497e-34;2.56142213393053e-34
2.5615664251512e-34;2.56113357522497e-34;1;0.107354746255273
2.56185503133057e-34;2.56142213393053e-34;0.107354746255273;1
nmrOfDeaths
1;3.16001040781746e-16;4.0155841031025e-34;4.13861100973696e-34
3.16001040781746e-16;1;9.98567908915736e-34;2.56127785062193e-34
4.0155841031025e-34;9.98567908915736e-34;1;2.5607007965001e-34
4.13861100973696e-34;2.56127785062193e-34;2.5607007965001e-34;1
