experimentRun;experimentScenarioNo;Mean_nmrOfExtortions;Sd_nmrOfExtortions;Mean_nmrOfLoots;Sd_nmrOfLoots;Mean_nmrOfExpands;Sd_nmrOfExpands;Mean_nmrOfAlliances;Sd_nmrOfAlliances;Mean_sumOfFights;Sd_sumOfFights;Mean_nmrOfFights;Sd_nmrOfFights;Mean_nmrOfReports;Sd_nmrOfReports;Mean_nmrOfFlees;Sd_nmrOfFlees;Mean_nmrOfRecruits;Sd_nmrOfRecruits;Mean_nmrOfExpels;Sd_nmrOfExpels;Mean_nmrOfDeaths;Sd_nmrOfDeaths;Mean_nmrOfRebels1;Sd_nmrOfRebels1;Mean_nmrOfRebels2;Sd_nmrOfRebels2;Mean_nmrOfRebels3;Sd_nmrOfRebels3;Mean_nmrOfRebels4;Sd_nmrOfRebels4;Mean_nmrOfRebels5;Sd_nmrOfRebels5;Mean_nmrOfRebels6;Sd_nmrOfRebels6;Mean_nmrOfRebels7;Sd_nmrOfRebels7;Mean_nmrOfRebels8;Sd_nmrOfRebels8;Mean_nmrOfRebels9;Sd_nmrOfRebels9;Mean_nmrOfExtorted1;Sd_nmrOfExtorted1;Mean_nmrOfExtorted2;Sd_nmrOfExtorted2;Mean_nmrOfExtorted3;Sd_nmrOfExtorted3;Mean_nmrOfExtorted4;Sd_nmrOfExtorted4;Mean_nmrOfExtorted5;Sd_nmrOfExtorted5;Mean_nmrOfExtorted6;Sd_nmrOfExtorted6;Mean_nmrOfExtorted7;Sd_nmrOfExtorted7;Mean_nmrOfExtorted8;Sd_nmrOfExtorted8;Mean_nmrOfExtorted9;Sd_nmrOfExtorted9;Mean_alive1;Sd_alive1;Mean_alive2;Sd_alive2;Mean_alive3;Sd_alive3;Mean_alive4;Sd_alive4;Mean_alive5;Sd_alive5;Mean_alive6;Sd_alive6;Mean_alive7;Sd_alive7;Mean_alive8;Sd_alive8;Mean_alive9;Sd_alive9
1557318665021;0;2946.383;988.198282814313;5189.573;132.790059382737;46.773;6.82085001997515;0.395;0.683697625008631;24.486;4.07288502076751;24.486;4.07288502076751;12.808;3.69225794992289;2941.196;93.3844217963266;6215.956;1072.17086157964;8405.526;675.57874742177;6017.863;771.409116004766;390.671;725.200534041153;0.226;1.93097194507136;0.241;2.40763695679305;0.283;2.26186361813152;0.167;2.17159545653117;0.136;1.88283006377343;0.171;2.02678732650144;0.448;3.21397349485425;0.224;2.13691141379103;58.606;93.5067820122278;0.024;0.188306822657756;0.021;0.191299753255449;0.031;0.253185906209455;0.015;0.181129257183393;0.014;0.178425995403797;0.016;0.183787316694536;0.049;0.335725649469491;0.021;0.201493423216738;0.608;0.488440963243844;0.019;0.136593036636783;0.014;0.117549214450024;0.021;0.143455845400526;0.009;0.0944877131056093;0.007;0.0834143750078963;0.012;0.108939744206914;0.029;0.167890402308134;0.016;0.125537881771837
