nmrOfExtortions
1;0.822140541490778;0.0128247845078279
0.822140541490778;1;0.0265135798487366
0.0128247845078279;0.0265135798487366;1
nmrOfLoots
1;0.82499068639051;0.303053866939081
0.82499068639051;1;0.395828348110951
0.303053866939081;0.395828348110951;1
nmrOfExpands
1;0.728752456944385;0.623290746845611
0.728752456944385;1;0.387716769616221
0.623290746845611;0.387716769616221;1
nmrOfAlliances
1;0.392290500997369;0.181459659393799
0.392290500997369;1;0.623805172962008
0.181459659393799;0.623805172962008;1
nmrOfFights
1;0.582432713193569;0.538162761684772
0.582432713193569;1;0.97048395483988
0.538162761684772;0.97048395483988;1
nmrOfReports
1;0.517647176958379;0.761390586751539
0.517647176958379;1;0.305002201445325
0.761390586751539;0.305002201445325;1
nmrOfFlees
1;0.909537975647563;0.208251389636624
0.909537975647563;1;0.191960291304242
0.208251389636624;0.191960291304242;1
nmrOfRecruits
1;3.38600455991383e-07;8.95923956290795e-11
3.38600455991383e-07;1;0.106292048245483
8.95923956290795e-11;0.106292048245483;1
nmrOfExpels
1;0.000557853459832737;1.56066542290048e-05
0.000557853459832737;1;0.424291540373201
1.56066542290048e-05;0.424291540373201;1
nmrOfDeaths
1;1.4017286668095e-13;1.12035088189308e-20
1.4017286668095e-13;1;0.00131880842736738
1.12035088189308e-20;0.00131880842736738;1
